Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,64.500000,77.779999,60.500000,69.699997,69.699997,176413300
2021-03-15,70.019997,79.099998,66.250000,70.500000,70.500000,76282200
2021-03-22,71.809998,72.489998,60.689999,70.970001,70.970001,24968700
2021-03-29,69.000000,69.669998,64.474998,67.339996,67.339996,15904100
2021-04-05,70.139999,74.989998,67.879997,71.830002,71.830002,30439300
2021-04-12,71.820000,83.410004,71.510002,75.849998,75.849998,54680900
2021-04-19,75.870003,78.300003,67.300003,71.779999,71.779999,25657800
2021-04-26,72.000000,77.599998,71.309998,74.550003,74.550003,17272700
2021-05-03,74.860001,75.099998,63.830002,67.900002,67.900002,23989300
2021-05-10,68.839996,77.787003,64.000000,70.949997,70.949997,85388800
2021-05-17,70.949997,84.684998,70.330002,82.500000,82.500000,81995700
2021-05-24,82.599998,98.949997,82.500000,93.769997,93.769997,88288700
2021-05-31,94.769997,103.865997,93.220001,99.570000,99.570000,55940700
2021-06-07,99.339996,100.949997,86.830002,92.820000,92.820000,63300800
2021-06-14,93.260002,93.260002,79.879997,81.139999,81.139999,89852400
2021-06-21,80.570000,88.940002,78.559998,87.000000,87.000000,45874200
2021-06-28,86.989998,94.389999,84.207001,86.199997,86.199997,42299900
2021-07-05,87.320000,89.348000,82.514999,86.260002,86.260002,23120600
2021-07-12,87.099998,89.870003,75.589996,77.559998,77.559998,41568800
2021-07-19,75.849998,83.250000,74.779999,81.830002,81.830002,21814400
2021-07-26,80.099998,81.250000,71.959999,76.980003,76.980003,31029100
2021-08-02,77.000000,82.476997,73.459999,77.919998,77.919998,32002600
2021-08-09,79.089996,87.514999,78.470001,83.959999,83.959999,39119000
2021-08-16,83.699997,84.559998,73.900002,82.769997,82.769997,61066100
2021-08-23,83.050003,90.949997,80.849998,85.400002,85.400002,41181400
2021-08-30,84.599998,86.739998,80.000000,82.870003,82.870003,28280900
2021-09-06,83.820000,90.430000,81.660004,87.879997,87.879997,38671600
2021-09-13,87.470001,88.879997,78.769997,80.809998,80.809998,33315700
2021-09-20,78.150002,84.500000,76.769997,83.220001,83.220001,28205000
2021-09-27,83.180000,83.300003,73.480003,75.589996,75.589996,30855500
2021-10-04,75.379997,78.209999,70.190002,70.440002,70.440002,49580700
2021-10-11,70.629997,77.209999,69.769997,76.580002,76.580002,24149100
2021-10-18,77.459999,84.779999,76.230003,83.980003,83.980003,27700100
2021-10-25,81.519997,86.150002,79.110001,84.019997,84.019997,31219000
2021-11-01,83.949997,84.089996,77.050003,77.989998,77.989998,28975700
2021-11-08,79.019997,109.970001,76.830002,107.580002,107.580002,218309500
2021-11-15,108.440002,138.770004,103.820000,134.720001,134.720001,219855200
2021-11-22,140.735001,141.600006,113.330002,122.650002,122.650002,123200700
2021-11-29,125.137001,137.710007,109.360001,113.790001,113.790001,123938900
2021-12-06,108.519997,125.989998,104.209999,115.889999,115.889999,73898600
2021-12-13,115.680000,115.800003,93.269997,102.400002,102.400002,105799100
2021-12-20,97.180000,106.980003,96.589996,101.820000,101.820000,44049300
